time,tasmin,tasmax,pr
2060-09-19,8.36,17.76,0.64
2060-09-20,6.98,14.88,0.86
2060-09-21,4.49,12.45,0.15
2060-09-22,6.87,14.73,0.64
2060-09-23,6.42,15.57,0.04
2060-09-24,11.06,18.29,0.0
2060-09-25,6.68,16.92,3.35
2060-09-26,9.63,15.35,0.02
2060-09-27,10.37,18.0,0.01
2060-09-28,12.16,19.28,0.42
2060-09-29,18.62,26.78,0.0
2060-09-30,7.72,26.3,0.01
2060-10-01,6.41,14.01,0.0
2060-10-02,9.27,18.27,0.0
2060-10-03,13.69,23.59,0.0
2060-10-04,7.77,16.42,0.0
2060-10-05,9.41,19.48,0.0
2060-10-06,14.44,25.01,0.0
2060-10-07,7.79,28.88,64.85
2060-10-08,5.66,14.36,0.69
2060-10-09,9.61,15.58,1.87
2060-10-10,7.37,16.86,2.65
2060-10-11,6.62,12.95,2.48
2060-10-12,6.25,14.27,1.53
2060-10-13,5.94,15.1,0.03
2060-10-14,6.96,18.46,0.3
2060-10-15,4.63,10.91,0.57
2060-10-16,4.9,12.9,2.5
2060-10-17,6.63,17.42,0.0
2060-10-18,8.63,19.95,0.0
2060-10-19,4.94,21.34,0.64
2060-10-20,9.39,22.01,0.05
2060-10-21,8.87,18.74,0.38
2060-10-22,11.86,22.65,0.39
2060-10-23,15.44,26.37,6.46
2060-10-24,11.53,25.32,6.82
2060-10-25,9.32,18.74,1.11
2060-10-26,6.49,19.01,0.0
2060-10-27,10.6,24.37,0.0
2060-10-28,7.39,24.97,9.36
2060-10-29,6.95,13.74,0.49
2060-10-30,7.68,15.29,7.8
2060-10-31,7.06,16.56,0.0
2060-11-01,10.89,21.04,0.0
2060-11-02,8.33,21.44,0.04
2060-11-03,7.57,20.96,0.0
2060-11-04,5.69,23.89,4.85
2060-11-05,7.63,15.84,0.49
2060-11-06,9.45,17.26,0.0
2060-11-07,8.31,18.2,0.01
2060-11-08,9.86,22.47,10.69
2060-11-09,5.5,13.89,1.26
2060-11-10,6.15,17.27,0.0
2060-11-11,10.88,20.94,0.16
2060-11-12,11.23,22.74,18.44
2060-11-13,6.18,13.75,4.61
2060-11-14,6.46,15.39,0.05
2060-11-15,9.37,18.66,0.01
2060-11-16,13.38,21.12,0.37
2060-11-17,10.67,20.34,0.01
2060-11-18,10.37,21.54,0.31
2060-11-19,8.47,16.33,0.12
2060-11-20,5.77,17.12,0.27
2060-11-21,9.71,18.25,0.19
2060-11-22,5.39,18.9,0.0
2060-11-23,13.49,24.12,0.01
2060-11-24,10.13,22.68,0.02
2060-11-25,7.34,16.15,0.0
2060-11-26,7.4,18.14,0.0
2060-11-27,6.53,14.11,0.01
2060-11-28,8.8,16.14,2.39
2060-11-29,6.38,15.85,1.93
2060-11-30,7.7,16.25,0.74
2060-12-01,9.37,16.55,62.11
2060-12-02,6.65,14.78,0.98
2060-12-03,8.29,16.74,0.75
2060-12-04,8.65,18.36,0.11
2060-12-05,11.27,22.85,0.0
2060-12-06,11.14,25.16,0.0
2060-12-07,6.14,20.01,0.0
2060-12-08,8.49,22.47,0.0
2060-12-09,9.97,19.43,22.14
2060-12-10,7.99,17.04,0.01
2060-12-11,9.52,17.69,4.86
2060-12-12,8.81,17.03,0.03
2060-12-13,11.5,21.09,0.0
2060-12-14,11.98,25.67,0.05
2060-12-15,10.63,29.72,0.21
2060-12-16,9.67,16.74,0.53
2060-12-17,7.82,15.65,0.01
2060-12-18,6.69,17.59,0.0
2060-12-19,13.35,28.3,0.0
2060-12-20,11.91,33.7,0.0
2060-12-21,10.79,21.54,0.0
2060-12-22,9.4,25.24,0.0
2060-12-23,13.53,23.65,0.82
2060-12-24,10.42,29.38,1.27
2060-12-25,9.63,22.3,0.0
2060-12-26,11.52,25.97,0.1
2060-12-27,9.18,23.36,0.17
2060-12-28,10.84,19.27,0.0
2060-12-29,8.1,20.04,0.0
2060-12-30,9.19,20.3,0.0
2061-01-01,11.31,23.05,0.0
2061-01-02,12.57,27.9,0.0
2061-01-03,10.57,28.85,0.06
2061-01-04,8.02,17.0,0.01
2061-01-05,6.88,17.97,0.01
2061-01-06,11.59,20.56,1.62
2061-01-07,10.39,22.11,0.0
2061-01-08,16.75,28.71,0.02
2061-01-09,11.63,24.28,2.68
2061-01-10,8.94,18.81,2.51
2061-01-11,10.5,19.65,0.0
2061-01-12,13.23,23.22,0.23
2061-01-13,12.35,24.95,0.07
2061-01-14,14.52,30.88,6.74
2061-01-15,12.82,21.19,1.58
2061-01-16,10.93,23.63,0.0
2061-01-17,14.68,27.73,0.51
2061-01-18,10.4,21.44,0.18
2061-01-19,10.84,21.48,0.17
2061-01-20,10.28,21.0,1.46
2061-01-21,9.57,18.78,0.0
2061-01-22,10.6,21.46,0.0
2061-01-23,14.29,23.29,0.22
2061-01-24,17.93,32.5,0.0
2061-01-25,17.15,36.35,0.49
2061-01-26,14.68,30.55,0.0
2061-01-27,15.09,27.93,0.0
